onetId,occupationTitle,reportedTitle,combinedTitle
19-4051.01,Nuclear Equipment Operation Technicians,Nuclear Auxiliary Operator,Nuclear Auxiliary Operator (Nuclear Equipment Operation Technicians)
29-2033.00,Nuclear Medicine Technologists,Nuclear Cardiology Technologist,Nuclear Cardiology Technologist (Nuclear Medicine Technologists)
19-4051.02,Nuclear Monitoring Technicians,Nuclear Chemistry Technician,Nuclear Chemistry Technician (Nuclear Monitoring Technicians)
51-8011.00,Nuclear Power Reactor Operators,Nuclear Control Operator,Nuclear Control Operator (Nuclear Power Reactor Operators)
51-8011.00,Nuclear Power Reactor Operators,Nuclear Control Room Operator,Nuclear Control Room Operator (Nuclear Power Reactor Operators)
17-2161.00,Nuclear Engineers,Nuclear Design Engineer,Nuclear Design Engineer (Nuclear Engineers)
17-2161.00,Nuclear Engineers,Nuclear Engineer,Nuclear Engineer (Nuclear Engineers)
19-4051.01,Nuclear Equipment Operation Technicians,Nuclear Equipment Operator (NEO),Nuclear Equipment Operator (NEO) (Nuclear Equipment Operation Technicians)
17-2161.00,Nuclear Engineers,Nuclear Licensing Engineer,Nuclear Licensing Engineer (Nuclear Engineers)
29-1069.05,Nuclear Medicine Physicians,Nuclear Medicine Medical Director,Nuclear Medicine Medical Director (Nuclear Medicine Physicians)
29-2033.00,Nuclear Medicine Technologists,Nuclear Medicine PET-CT Technologist (Nuclear Medicine Positron Emission Tomography - Computed Tomography Technologist),Nuclear Medicine PET-CT Technologist (Nuclear Medicine Positron Emission Tomography - Computed Tomography Technologist) (Nuclear Medicine Technologists)
29-1069.05,Nuclear Medicine Physicians,Nuclear Medicine Physician,Nuclear Medicine Physician (Nuclear Medicine Physicians)
29-1069.05,Nuclear Medicine Physicians,Nuclear Medicine Specialist,Nuclear Medicine Specialist (Nuclear Medicine Physicians)
29-2033.00,Nuclear Medicine Technologists,Nuclear Medicine Technologist (Nuclear Med Tech),Nuclear Medicine Technologist (Nuclear Med Tech) (Nuclear Medicine Technologists)
19-4051.01,Nuclear Equipment Operation Technicians,Nuclear Operations Specialist,Nuclear Operations Specialist (Nuclear Equipment Operation Technicians)
19-4051.01,Nuclear Equipment Operation Technicians,Nuclear Plant Equipment Operator,Nuclear Plant Equipment Operator (Nuclear Equipment Operation Technicians)
51-8011.00,Nuclear Power Reactor Operators,Nuclear Plant Operator (NPO),Nuclear Plant Operator (NPO) (Nuclear Power Reactor Operators)
51-8011.00,Nuclear Power Reactor Operators,Nuclear Power Reactor Operator,Nuclear Power Reactor Operator (Nuclear Power Reactor Operators)
17-2161.00,Nuclear Engineers,Nuclear Reactor Engineer,Nuclear Reactor Engineer (Nuclear Engineers)
51-8011.00,Nuclear Power Reactor Operators,Nuclear Reactor Operator,Nuclear Reactor Operator (Nuclear Power Reactor Operators)
51-8011.00,Nuclear Power Reactor Operators,Nuclear Station Operator (NSO),Nuclear Station Operator (NSO) (Nuclear Power Reactor Operators)
51-8011.00,Nuclear Power Reactor Operators,Nuclear Supervising Operator (NSO),Nuclear Supervising Operator (NSO) (Nuclear Power Reactor Operators)
51-8011.00,Nuclear Power Reactor Operators,Nuclear Unit Operator,Nuclear Unit Operator (Nuclear Power Reactor Operators)
41-9012.00,Models,Nude Model,Nude Model (Models)
45-3021.00,Hunters and Trappers,Nuisance Trapper,Nuisance Trapper (Hunters and Trappers)
45-3021.00,Hunters and Trappers,Nuisance Wildlife Control Operator,Nuisance Wildlife Control Operator (Hunters and Trappers)
51-4034.00,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Numerical Control Operator (NC Operator),"Numerical Control Operator (NC Operator) (Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic)"
29-1151.00,Nurse Anesthetists,Nurse Anesthetist,Nurse Anesthetist (Nurse Anesthetists)
29-1141.04,Clinical Nurse Specialists,Nurse Clinician,Nurse Clinician (Clinical Nurse Specialists)
19-1041.00,Epidemiologists,Nurse Epidemiologist,Nurse Epidemiologist (Epidemiologists)
29-1141.01,Acute Care Nurses,Nurse Manager,Nurse Manager (Acute Care Nurses)
11-9111.00,Medical and Health Services Managers,Nurse Manager,Nurse Manager (Medical and Health Services Managers)
29-1161.00,Nurse Midwives,Nurse Midwife,Nurse Midwife (Nurse Midwives)
29-1161.00,Nurse Midwives,Nurse Midwife/Clinical Instructor,Nurse Midwife/Clinical Instructor (Nurse Midwives)
29-1171.00,Nurse Practitioners,Nurse Practitioner,Nurse Practitioner (Nurse Practitioners)
29-1171.00,Nurse Practitioners,"Nurse Practitioner, Adult","Nurse Practitioner, Adult (Nurse Practitioners)"
45-2092.01,Nursery Workers,Nursery Harvester,Nursery Harvester (Nursery Workers)
11-9013.01,Nursery and Greenhouse Managers,Nursery Manager,Nursery Manager (Nursery and Greenhouse Managers)
45-2092.01,Nursery Workers,Nursery Worker,Nursery Worker (Nursery Workers)
31-1014.00,Nursing Assistants,Nurses' Aide,Nurses' Aide (Nursing Assistants)
31-1014.00,Nursing Assistants,Nursing Aide,Nursing Aide (Nursing Assistants)
31-1014.00,Nursing Assistants,Nursing Assistant,Nursing Assistant (Nursing Assistants)
29-1141.01,Acute Care Nurses,Nursing Director,Nursing Director (Acute Care Nurses)
25-1072.00,"Nursing Instructors and Teachers, Postsecondary",Nursing Faculty,"Nursing Faculty (Nursing Instructors and Teachers, Postsecondary)"
15-1121.01,Informatics Nurse Specialists,Nursing Information Systems Coordinator,Nursing Information Systems Coordinator (Informatics Nurse Specialists)
25-1072.00,"Nursing Instructors and Teachers, Postsecondary",Nursing Instructor,"Nursing Instructor (Nursing Instructors and Teachers, Postsecondary)"
25-1072.00,"Nursing Instructors and Teachers, Postsecondary",Nursing Professor,"Nursing Professor (Nursing Instructors and Teachers, Postsecondary)"
19-4099.02,Precision Agriculture Technicians,Nutrient Management Specialist,Nutrient Management Specialist (Precision Agriculture Technicians)
35-2021.00,Food Preparation Workers,Nutrition Aide,Nutrition Aide (Food Preparation Workers)
11-9111.00,Medical and Health Services Managers,Nutrition Services Manager,Nutrition Services Manager (Medical and Health Services Managers)
29-1031.00,Dietitians and Nutritionists,Nutritionist,Nutritionist (Dietitians and Nutritionists)
29-1064.00,Obstetricians and Gynecologists,OB/GYN (Obstetrician / Gynecologist),OB/GYN (Obstetrician / Gynecologist) (Obstetricians and Gynecologists)
29-1064.00,Obstetricians and Gynecologists,OB/GYN Physician (Obstetrics and Gynecology Physician),OB/GYN Physician (Obstetrics and Gynecology Physician) (Obstetricians and Gynecologists)
25-4013.00,Museum Technicians and Conservators,Objects Conservator,Objects Conservator (Museum Technicians and Conservators)
27-2042.02,"Musicians, Instrumental",Oboist,"Oboist (Musicians, Instrumental)"
33-9031.00,Gaming Surveillance Officers and Gaming Investigators,Observer,Observer (Gaming Surveillance Officers and Gaming Investigators)
19-4041.01,Geophysical Data Technicians,Observer,Observer (Geophysical Data Technicians)
29-1061.00,Anesthesiologists,Obstetrical Anesthesiologist,Obstetrical Anesthesiologist (Anesthesiologists)
29-1064.00,Obstetricians and Gynecologists,Obstetrician/Gynecologist (OB/GYN),Obstetrician/Gynecologist (OB/GYN) (Obstetricians and Gynecologists)
29-1064.00,Obstetricians and Gynecologists,Obstetrics Gynecology MD (Ob Gyn MD),Obstetrics Gynecology MD (Ob Gyn MD) (Obstetricians and Gynecologists)
29-1064.00,Obstetricians and Gynecologists,Obstetrics Gynecology Physician (Ob Gyn Physician),Obstetrics Gynecology Physician (Ob Gyn Physician) (Obstetricians and Gynecologists)
29-1069.09,Preventive Medicine Physicians,Occupational Medicine Physician,Occupational Medicine Physician (Preventive Medicine Physicians)
29-1122.00,Occupational Therapists,Occupational Therapist (OT),Occupational Therapist (OT) (Occupational Therapists)
31-2011.00,Occupational Therapy Assistants,Occupational Therapist Assistant,Occupational Therapist Assistant (Occupational Therapy Assistants)
31-2012.00,Occupational Therapy Aides,Occupational Therapy Aide (OT Aide),Occupational Therapy Aide (OT Aide) (Occupational Therapy Aides)
31-2011.00,Occupational Therapy Assistants,Occupational Therapy Assistant (OTA),Occupational Therapy Assistant (OTA) (Occupational Therapy Assistants)
29-1122.00,Occupational Therapists,Occupational Therapy Co-Director,Occupational Therapy Co-Director (Occupational Therapists)
25-1071.00,"Health Specialties Teachers, Postsecondary",Occupational Therapy Professor,"Occupational Therapy Professor (Health Specialties Teachers, Postsecondary)"
31-2012.00,Occupational Therapy Aides,Occupational Therapy Technician (OT Tech),Occupational Therapy Technician (OT Tech) (Occupational Therapy Aides)
43-5011.01,Freight Forwarders,Ocean Export Coordinator,Ocean Export Coordinator (Freight Forwarders)
43-5011.01,Freight Forwarders,Ocean Forwarder,Ocean Forwarder (Freight Forwarders)
33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",Ocean Lifeguard,"Ocean Lifeguard (Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers)"
33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",Ocean Lifeguard Specialist,"Ocean Lifeguard Specialist (Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers)"
25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",Oceanic Sciences Professor,"Oceanic Sciences Professor (Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary)"
53-7063.00,Machine Feeders and Offbearers,Offbearer,Offbearer (Machine Feeders and Offbearers)
43-4071.00,File Clerks,Office Assistant,Office Assistant (File Clerks)
43-9061.00,"Office Clerks, General",Office Assistant,"Office Assistant (Office Clerks, General)"
43-4171.00,Receptionists and Information Clerks,Office Assistant,Office Assistant (Receptionists and Information Clerks)
43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",Office Assistant,"Office Assistant (Secretaries and Administrative Assistants, Except Legal, Medical, and Executive)"
43-9061.00,"Office Clerks, General",Office Clerk,"Office Clerk (Office Clerks, General)"
43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,Office Coordinator,Office Coordinator (First-Line Supervisors of Office and Administrative Support Workers)
43-9061.00,"Office Clerks, General",Office Coordinator,"Office Coordinator (Office Clerks, General)"
11-3011.00,Administrative Services Managers,Office Manager,Office Manager (Administrative Services Managers)
43-3021.02,"Billing, Cost, and Rate Clerks",Office Manager,"Office Manager (Billing, Cost, and Rate Clerks)"
11-3111.00,Compensation and Benefits Managers,Office Manager,Office Manager (Compensation and Benefits Managers)
43-6011.00,Executive Secretaries and Executive Administrative Assistants,Office Manager,Office Manager (Executive Secretaries and Executive Administrative Assistants)
43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,Office Manager,Office Manager (First-Line Supervisors of Office and Administrative Support Workers)
41-1011.00,First-Line Supervisors of Retail Sales Workers,Office Manager,Office Manager (First-Line Supervisors of Retail Sales Workers)
11-9111.00,Medical and Health Services Managers,Office Manager,Office Manager (Medical and Health Services Managers)
43-9061.00,"Office Clerks, General",Office Manager,"Office Manager (Office Clerks, General)"
43-9022.00,Word Processors and Typists,Office Manager,Office Manager (Word Processors and Typists)
29-2061.00,Licensed Practical and Licensed Vocational Nurses,Office Nurse,Office Nurse (Licensed Practical and Licensed Vocational Nurses)
43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,Office Supervisor,Office Supervisor (First-Line Supervisors of Office and Administrative Support Workers)
33-3051.01,Police Patrol Officers,Officer,Officer (Police Patrol Officers)
23-2091.00,Court Reporters,Official Court Reporter,Official Court Reporter (Court Reporters)
51-5112.00,Printing Press Operators,Offset Pressman,Offset Pressman (Printing Press Operators)
49-3023.02,Automotive Specialty Technicians,Oil Bay Technician,Oil Bay Technician (Automotive Specialty Technicians)
47-5071.00,"Roustabouts, Oil and Gas",Oil Field Roustabout,"Oil Field Roustabout (Roustabouts, Oil and Gas)"
13-1041.01,Environmental Compliance Inspectors,Oil Program Compliance Specialist,Oil Program Compliance Specialist (Environmental Compliance Inspectors)
47-5012.00,"Rotary Drill Operators, Oil and Gas",Oil Rig Driller,"Oil Rig Driller (Rotary Drill Operators, Oil and Gas)"
47-5012.00,"Rotary Drill Operators, Oil and Gas",Oil Well Driller,"Oil Well Driller (Rotary Drill Operators, Oil and Gas)"
49-9043.00,"Maintenance Workers, Machinery",Oiler,"Oiler (Maintenance Workers, Machinery)"
53-5011.00,Sailors and Marine Oilers,Oiler,Oiler (Sailors and Marine Oilers)
53-7073.00,Wellhead Pumpers,Oilfield Plant and Field Operator,Oilfield Plant and Field Operator (Wellhead Pumpers)
53-1031.00,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators,On Car Supervisor,On Car Supervisor (First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators)
11-9141.00,"Property, Real Estate, and Community Association Managers",On Site Property Manager,"On Site Property Manager (Property, Real Estate, and Community Association Managers)"
19-1013.00,Soil and Plant Scientists,On-Site Soil Evaluator,On-Site Soil Evaluator (Soil and Plant Scientists)
29-1141.00,Registered Nurses,Oncology RN (Oncology Registered Nurse),Oncology RN (Oncology Registered Nurse) (Registered Nurses)
21-1022.00,Healthcare Social Workers,Oncology Social Worker,Oncology Social Worker (Healthcare Social Workers)
